Date,Open,High,Low,Close,Adj Close,Volume
2014-01-09,1307000.000000,1307000.000000,1275000.000000,1275000.000000,1204670.625000,425019
2014-01-10,1275000.000000,1286000.000000,1272000.000000,1272000.000000,1201835.875000,363783
2014-01-13,1283000.000000,1297000.000000,1273000.000000,1295000.000000,1223567.250000,328987
2014-01-14,1297000.000000,1330000.000000,1290000.000000,1313000.000000,1240574.500000,294333
2014-01-15,1330000.000000,1331000.000000,1298000.000000,1299000.000000,1227346.750000,234949
2014-01-16,1300000.000000,1310000.000000,1293000.000000,1301000.000000,1229236.250000,195049
2014-01-17,1301000.000000,1315000.000000,1292000.000000,1292000.000000,1220732.875000,255485
2014-01-20,1305000.000000,1319000.000000,1296000.000000,1316000.000000,1243409.000000,173656
2014-01-21,1315000.000000,1327000.000000,1311000.000000,1324000.000000,1250967.500000,151246
2014-01-22,1314000.000000,1328000.000000,1312000.000000,1328000.000000,1254747.125000,216530
2014-01-23,1316000.000000,1322000.000000,1299000.000000,1299000.000000,1227346.750000,206739
2014-01-24,1300000.000000,1318000.000000,1291000.000000,1307000.000000,1234905.250000,280035
2014-01-27,1293000.000000,1304000.000000,1285000.000000,1292000.000000,1220732.875000,266926
2014-01-28,1273000.000000,1293000.000000,1273000.000000,1283000.000000,1212229.125000,234027
2014-01-29,1280000.000000,1288000.000000,1277000.000000,1280000.000000,1209394.750000,383637
2014-02-03,1280000.000000,1288000.000000,1271000.000000,1272000.000000,1201835.875000,325184
2014-02-04,1263000.000000,1263000.000000,1249000.000000,1249000.000000,1180104.625000,320660
2014-02-05,1245000.000000,1255000.000000,1234000.000000,1237000.000000,1168766.750000,298533
2014-02-06,1245000.000000,1267000.000000,1240000.000000,1259000.000000,1189553.000000,303949
2014-02-07,1275000.000000,1279000.000000,1263000.000000,1275000.000000,1204670.625000,198872
2014-02-10,1271000.000000,1281000.000000,1262000.000000,1277000.000000,1206560.125000,155993
2014-02-11,1281000.000000,1315000.000000,1272000.000000,1311000.000000,1238685.000000,253680
2014-02-12,1331000.000000,1331000.000000,1305000.000000,1307000.000000,1234905.250000,200548
2014-02-13,1300000.000000,1320000.000000,1290000.000000,1298000.000000,1226402.000000,116769
2014-02-14,1296000.000000,1308000.000000,1292000.000000,1301000.000000,1229236.250000,124415
2014-02-17,1292000.000000,1306000.000000,1280000.000000,1285000.000000,1214119.000000,187733
2014-02-18,1285000.000000,1299000.000000,1282000.000000,1295000.000000,1223567.250000,118213
2014-02-19,1300000.000000,1300000.000000,1280000.000000,1290000.000000,1218843.125000,123595
2014-02-20,1290000.000000,1296000.000000,1281000.000000,1286000.000000,1215063.875000,190866
2014-02-21,1333000.000000,1333000.000000,1300000.000000,1330000.000000,1256636.500000,286924
2014-02-24,1334000.000000,1345000.000000,1321000.000000,1328000.000000,1254747.125000,148501
2014-02-25,1332000.000000,1340000.000000,1326000.000000,1334000.000000,1260416.000000,175706
2014-02-26,1337000.000000,1343000.000000,1325000.000000,1342000.000000,1267974.625000,258361
2014-02-27,1335000.000000,1342000.000000,1330000.000000,1341000.000000,1267030.125000,157827
2014-02-28,1337000.000000,1349000.000000,1332000.000000,1349000.000000,1274588.625000,284647
2014-03-03,1336000.000000,1340000.000000,1321000.000000,1325000.000000,1251912.500000,242083
2014-03-04,1320000.000000,1329000.000000,1315000.000000,1315000.000000,1242464.125000,158003
2014-03-05,1335000.000000,1341000.000000,1330000.000000,1330000.000000,1256636.500000,149830
2014-03-06,1329000.000000,1329000.000000,1310000.000000,1326000.000000,1252857.500000,172335
